Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A7K6LDS1	unreviewed	UPAR/Ly6 domain-containing protein	254539	Falcunculus frontatus	112	IPR035076	8..82
A0A7K6LF36	unreviewed	UPAR/Ly6 domain-containing protein	254539	Falcunculus frontatus	110	IPR035076	5..80
A0A7K6M041	unreviewed	UPAR/Ly6 domain-containing protein	181101	Panurus biarmicus	109	IPR035076	3..79
A0A7K6M072	unreviewed	UPAR/Ly6 domain-containing protein	181101	Panurus biarmicus	112	IPR035076	8..82
A0A7K6M1T0	unreviewed	UPAR/Ly6 domain-containing protein	181101	Panurus biarmicus	101	IPR035076	18..95
A0A7K6M2N2	unreviewed	UPAR/Ly6 domain-containing protein	181101	Panurus biarmicus	104	IPR035076	5..75
A0A7K6NFW2	unreviewed	Snake toxin/toxin-like domain-containing protein	227192	Pedionomus torquatus	108	IPR035076	22..102
A0A7K6NH89	unreviewed	UPAR/Ly6 domain-containing protein	227192	Pedionomus torquatus	112	IPR035076	8..82
A0A7K6NHB5	unreviewed	UPAR/Ly6 domain-containing protein	227192	Pedionomus torquatus	109	IPR035076	3..79
A0A7K6NVI7	unreviewed	UPAR/Ly6 domain-containing protein	227192	Pedionomus torquatus	127	IPR035076	22..97
A0A7K6P7I9	unreviewed	UPAR/Ly6 domain-containing protein	461245	Ifrita kowaldi	100	IPR035076	18..94
A0A7K6PFX3	unreviewed	UPAR/Ly6 domain-containing protein	461245	Ifrita kowaldi	109	IPR035076	3..79
A0A7K6PG34	unreviewed	UPAR/Ly6 domain-containing protein	461245	Ifrita kowaldi	112	IPR035076	8..82
A0A7K6PGG8	unreviewed	UPAR/Ly6 domain-containing protein	461245	Ifrita kowaldi	110	IPR035076	5..80
A0A7K6RB56	unreviewed	UPAR/Ly6 domain-containing protein	47695	Climacteris rufus	109	IPR035076	3..79
A0A7K6RB64	unreviewed	UPAR/Ly6 domain-containing protein	47695	Climacteris rufus	96	IPR035076	18..90
A0A7K6RCJ0	unreviewed	UPAR/Ly6 domain-containing protein	47695	Climacteris rufus	112	IPR035076	8..82
A0A7K6RCK2	unreviewed	UPAR/Ly6 domain-containing protein	47695	Climacteris rufus	104	IPR035076	5..75
A0A7K6RDM0	unreviewed	UPAR/Ly6 domain-containing protein	47695	Climacteris rufus	126	IPR035076	21..96
A0A7K6RR35	unreviewed	Snake toxin/toxin-like domain-containing protein	54386	Rhynochetos jubatus	104	IPR035076	18..98
A0A7K6RS71	unreviewed	UPAR/Ly6 domain-containing protein	54386	Rhynochetos jubatus	109	IPR035076	2..79
A0A7K6RS80	unreviewed	UPAR/Ly6 domain-containing protein	54386	Rhynochetos jubatus	134	IPR035076	22..104
A0A7K6RSJ9	unreviewed	UPAR/Ly6 domain-containing protein	54386	Rhynochetos jubatus	112	IPR035076	8..82
A0A7K6T1L5	unreviewed	UPAR/Ly6 domain-containing protein	187106	Caloenas nicobarica	126	IPR035076	22..97
A0A7K6T296	unreviewed	UPAR/Ly6 domain-containing protein	187106	Caloenas nicobarica	103	IPR035076	5..75
A0A7K6T2B9	unreviewed	Snake toxin/toxin-like domain-containing protein	187106	Caloenas nicobarica	108	IPR035076	22..102
A0A7K6T2H9	unreviewed	UPAR/Ly6 domain-containing protein	187106	Caloenas nicobarica	107	IPR035076	2..77
A0A7K6T2I2	unreviewed	UPAR/Ly6 domain-containing protein	187106	Caloenas nicobarica	112	IPR035076	9..82
A0A7K6TMN9	unreviewed	UPAR/Ly6 domain-containing protein	48278	Aegotheles bennettii	103	IPR035076	20..97
A0A7K6UHY2	unreviewed	UPAR/Ly6 domain-containing protein	48278	Aegotheles bennettii	109	IPR035076	3..79
A0A7K6UIG6	unreviewed	UPAR/Ly6 domain-containing protein	48278	Aegotheles bennettii	112	IPR035076	9..82
A0A7K6UJX6	unreviewed	UPAR/Ly6 domain-containing protein	48278	Aegotheles bennettii	124	IPR035076	19..94
A0A7K6VJP8	unreviewed	UPAR/Ly6 domain-containing protein	366454	Notiomystis cincta	109	IPR035076	3..79
A0A7K6VJQ4	unreviewed	UPAR/Ly6 domain-containing protein	366454	Notiomystis cincta	112	IPR035076	8..82
A0A7K6WU44	unreviewed	UPAR/Ly6 domain-containing protein	48435	Steatornis caripensis	123	IPR035076	18..93
A0A7K6WU96	unreviewed	Snake toxin/toxin-like domain-containing protein	48435	Steatornis caripensis	106	IPR035076	20..100
A0A7K6WV87	unreviewed	UPAR/Ly6 domain-containing protein	48435	Steatornis caripensis	87	IPR035076	6..79
A0A7K6WWH7	unreviewed	UPAR/Ly6 domain-containing protein	48435	Steatornis caripensis	109	IPR035076	2..79
A0A7K6WX36	unreviewed	UPAR/Ly6 domain-containing protein	48435	Steatornis caripensis	112	IPR035076	8..82
A0A7K6X377	unreviewed	UPAR/Ly6 domain-containing protein	254652	Promerops cafer	109	IPR035076	3..79
A0A7K6X3A0	unreviewed	UPAR/Ly6 domain-containing protein	254652	Promerops cafer	112	IPR035076	8..82
A0A7K6X3E5	unreviewed	UPAR/Ly6 domain-containing protein	254652	Promerops cafer	100	IPR035076	18..94
A0A7K6YBF3	unreviewed	UPAR/Ly6 domain-containing protein	28689	Alca torda	112	IPR035076	8..82
A0A7K6YBI2	unreviewed	UPAR/Ly6 domain-containing protein	28689	Alca torda	103	IPR035076	22..97
A0A7K6YBM6	unreviewed	UPAR/Ly6 domain-containing protein	28689	Alca torda	126	IPR035076	22..97
A0A7K6YCC7	unreviewed	UPAR/Ly6 domain-containing protein	28689	Alca torda	107	IPR035076	2..77
A0A7K6ZKJ0	unreviewed	UPAR/Ly6 domain-containing protein	2585814	Nothoprocta pentlandii	104	IPR035076	3..74
A0A7K6ZKL9	unreviewed	UPAR/Ly6 domain-containing protein	2585814	Nothoprocta pentlandii	112	IPR035076	8..82
A0A7K6ZKZ8	unreviewed	UPAR/Ly6 domain-containing protein	2585814	Nothoprocta pentlandii	97	IPR035076	17..91
A0A7K6ZL09	unreviewed	Snake toxin/toxin-like domain-containing protein	2585814	Nothoprocta pentlandii	81	IPR035076	6..73
A0A7K7APY1	unreviewed	UPAR/Ly6 domain-containing protein	83376	Nothoprocta ornata	97	IPR035076	17..91
A0A7K7AQ08	unreviewed	UPAR/Ly6 domain-containing protein	83376	Nothoprocta ornata	112	IPR035076	8..82
A0A7K7AQA0	unreviewed	UPAR/Ly6 domain-containing protein	83376	Nothoprocta ornata	104	IPR035076	3..74
A0A7K7C4H0	unreviewed	UPAR/Ly6 domain-containing protein	39617	Aphelocoma coerulescens	110	IPR035076	5..80
A0A7K7C4W8	unreviewed	UPAR/Ly6 domain-containing protein	39617	Aphelocoma coerulescens	104	IPR035076	5..75
A0A7K7C4X7	unreviewed	UPAR/Ly6 domain-containing protein	39617	Aphelocoma coerulescens	109	IPR035076	3..79
A0A7K7C5F5	unreviewed	UPAR/Ly6 domain-containing protein	39617	Aphelocoma coerulescens	98	IPR035076	16..92
A0A7K7C5I2	unreviewed	UPAR/Ly6 domain-containing protein	39617	Aphelocoma coerulescens	112	IPR035076	8..82
A0A7K7D2E1	unreviewed	UPAR/Ly6 domain-containing protein	371919	Pheucticus melanocephalus	109	IPR035076	3..79
A0A7K7D3T8	unreviewed	UPAR/Ly6 domain-containing protein	371919	Pheucticus melanocephalus	126	IPR035076	21..96
A0A7K7D4D9	unreviewed	UPAR/Ly6 domain-containing protein	371919	Pheucticus melanocephalus	112	IPR035076	9..82
A0A7K7D578	unreviewed	UPAR/Ly6 domain-containing protein	371919	Pheucticus melanocephalus	111	IPR035076	22..105
A0A7K7E584	unreviewed	UPAR/Ly6 domain-containing protein	48155	Sylvia atricapilla	109	IPR035076	3..79
A0A7K7E711	unreviewed	UPAR/Ly6 domain-containing protein	48155	Sylvia atricapilla	112	IPR035076	8..82
A0A7K7E744	unreviewed	Snake toxin/toxin-like domain-containing protein	48155	Sylvia atricapilla	87	IPR035076	5..81
A0A7K7FM29	unreviewed	UPAR/Ly6 domain-containing protein	227182	Chionis minor	109	IPR035076	4..79
A0A7K7FM48	unreviewed	UPAR/Ly6 domain-containing protein	227182	Chionis minor	109	IPR035076	3..79
A0A7K7FM87	unreviewed	UPAR/Ly6 domain-containing protein	227182	Chionis minor	102	IPR035076	21..96
A0A7K7FMC0	unreviewed	UPAR/Ly6 domain-containing protein	227182	Chionis minor	112	IPR035076	8..82
A0A7K7GNN5	unreviewed	UPAR/Ly6 domain-containing protein	37610	Erithacus rubecula	86	IPR035076	5..80
A0A7K7GNU8	unreviewed	UPAR/Ly6 domain-containing protein	37610	Erithacus rubecula	112	IPR035076	9..82
A0A7K7GP82	unreviewed	UPAR/Ly6 domain-containing protein	37610	Erithacus rubecula	109	IPR035076	3..79
A0A7K7GPW8	unreviewed	UPAR/Ly6 domain-containing protein	37610	Erithacus rubecula	104	IPR035076	4..75
A0A7K7GQ99	unreviewed	UPAR/Ly6 domain-containing protein	37610	Erithacus rubecula	110	IPR035076	5..80
A0A7K7JBZ8	unreviewed	Snake toxin/toxin-like domain-containing protein	64802	Loxia curvirostra	110	IPR035076	22..104
A0A7K7JC63	unreviewed	UPAR/Ly6 domain-containing protein	64802	Loxia curvirostra	110	IPR035076	5..80
A0A7K7JD92	unreviewed	UPAR/Ly6 domain-containing protein	64802	Loxia curvirostra	109	IPR035076	3..79
A0A7K7JF62	unreviewed	UPAR/Ly6 domain-containing protein	64802	Loxia curvirostra	112	IPR035076	9..82
A0A7K7K278	unreviewed	UPAR/Ly6 domain-containing protein	39638	Agelaius phoeniceus	110	IPR035076	5..80
A0A7K7K2D0	unreviewed	UPAR/Ly6 domain-containing protein	39638	Agelaius phoeniceus	112	IPR035076	9..82
A0A7K7K2F0	unreviewed	UPAR/Ly6 domain-containing protein	39638	Agelaius phoeniceus	87	IPR035076	6..79
A0A7K7K2P1	unreviewed	UPAR/Ly6 domain-containing protein	39638	Agelaius phoeniceus	107	IPR035076	18..101
A0A7K7K4P7	unreviewed	UPAR/Ly6 domain-containing protein	39638	Agelaius phoeniceus	109	IPR035076	3..79
A0A7K7KVX8	unreviewed	UPAR/Ly6 domain-containing protein	75869	Asarcornis scutulata	112	IPR035076	8..82
A0A7K7KVZ1	unreviewed	UPAR/Ly6 domain-containing protein	75869	Asarcornis scutulata	110	IPR035076	3..80
A0A7K7KW23	unreviewed	Snake toxin/toxin-like domain-containing protein	75869	Asarcornis scutulata	108	IPR035076	28..102
A0A7K7KXS6	unreviewed	UPAR/Ly6 domain-containing protein	75869	Asarcornis scutulata	125	IPR035076	20..95
A0A7K7LZT3	unreviewed	UPAR/Ly6 domain-containing protein	182895	Brachypodius atriceps	112	IPR035076	9..82
A0A7K7M017	unreviewed	UPAR/Ly6 domain-containing protein	182895	Brachypodius atriceps	100	IPR035076	18..94
A0A7K7M132	unreviewed	UPAR/Ly6 domain-containing protein	182895	Brachypodius atriceps	109	IPR035076	3..79
A0A7K7NMF8	unreviewed	UPAR/Ly6 domain-containing protein	8969	Haliaeetus albicilla	109	IPR035076	8..79
A0A7K7NMG0	unreviewed	Snake toxin/toxin-like domain-containing protein	8969	Haliaeetus albicilla	90	IPR035076	4..84
A0A7K7NMK7	unreviewed	UPAR/Ly6 domain-containing protein	8969	Haliaeetus albicilla	112	IPR035076	8..82
A0A7K7NMP8	unreviewed	UPAR/Ly6 domain-containing protein	8969	Haliaeetus albicilla	109	IPR035076	3..79
A0A7K7NNA1	unreviewed	UPAR/Ly6 domain-containing protein	8969	Haliaeetus albicilla	88	IPR035076	6..79
A0A7K7PXF2	unreviewed	UPAR/Ly6 domain-containing protein	39621	Acrocephalus arundinaceus	112	IPR035076	9..82
A0A7K7Q0G5	unreviewed	UPAR/Ly6 domain-containing protein	39621	Acrocephalus arundinaceus	110	IPR035076	5..80
A0A7K7Q184	unreviewed	UPAR/Ly6 domain-containing protein	39621	Acrocephalus arundinaceus	105	IPR035076	3..75
A0A7K7R148	unreviewed	UPAR/Ly6 domain-containing protein	48891	Poecile atricapillus	109	IPR035076	3..79
A0A7K7R162	unreviewed	UPAR/Ly6 domain-containing protein	48891	Poecile atricapillus	126	IPR035076	21..96
A0A7K7R168	unreviewed	UPAR/Ly6 domain-containing protein	48891	Poecile atricapillus	109	IPR035076	20..103
A0A7K7R2U7	unreviewed	UPAR/Ly6 domain-containing protein	48891	Poecile atricapillus	112	IPR035076	8..82
A0A7K7RJV6	unreviewed	UPAR/Ly6 domain-containing protein	381881	Nesospiza acunhae	112	IPR035076	9..82
A0A7K7RJX1	unreviewed	Snake toxin/toxin-like domain-containing protein	381881	Nesospiza acunhae	111	IPR035076	22..105
A0A7K7RKA6	unreviewed	UPAR/Ly6 domain-containing protein	381881	Nesospiza acunhae	109	IPR035076	3..79
A0A7K7SQA5	unreviewed	UPAR/Ly6 domain-containing protein	239371	Sapayoa aenigma	125	IPR035076	20..95
A0A7K7SQC5	unreviewed	UPAR/Ly6 domain-containing protein	239371	Sapayoa aenigma	99	IPR035076	17..93
A0A7K7SR70	unreviewed	UPAR/Ly6 domain-containing protein	239371	Sapayoa aenigma	109	IPR035076	3..79
A0A7K7SSJ0	unreviewed	UPAR/Ly6 domain-containing protein	239371	Sapayoa aenigma	112	IPR035076	8..82
A0A7K7TMR5	unreviewed	UPAR/Ly6 domain-containing protein	425643	Ibidorhyncha struthersii	102	IPR035076	21..96
A0A7K7TMR7	unreviewed	UPAR/Ly6 domain-containing protein	425643	Ibidorhyncha struthersii	112	IPR035076	8..82
A0A7K7TMS1	unreviewed	UPAR/Ly6 domain-containing protein	425643	Ibidorhyncha struthersii	109	IPR035076	4..79
A0A7K7TND1	unreviewed	UPAR/Ly6 domain-containing protein	425643	Ibidorhyncha struthersii	109	IPR035076	2..79
A0A7K7VMX7	unreviewed	UPAR/Ly6 domain-containing protein	8805	Eudromia elegans	112	IPR035076	8..82
A0A7K7VMY2	unreviewed	UPAR/Ly6 domain-containing protein	8805	Eudromia elegans	109	IPR035076	3..79
A0A7K7VMY6	unreviewed	UPAR/Ly6 domain-containing protein	8805	Eudromia elegans	127	IPR035076	21..97
A0A7K7VQP7	unreviewed	UPAR/Ly6 domain-containing protein	8805	Eudromia elegans	91	IPR035076	11..85
A0A7K7WIM6	unreviewed	UPAR/Ly6 domain-containing protein	2585813	Nothocercus julius	112	IPR035076	8..82
A0A7K7WIM7	unreviewed	UPAR/Ly6 domain-containing protein	2585813	Nothocercus julius	91	IPR035076	11..85
A0A7K7WIN4	unreviewed	UPAR/Ly6 domain-containing protein	2585813	Nothocercus julius	109	IPR035076	4..79
A0A7K7WIP6	unreviewed	UPAR/Ly6 domain-containing protein	2585813	Nothocercus julius	110	IPR035076	3..80
A0A7K7X1J8	unreviewed	UPAR/Ly6 domain-containing protein	874463	Mohoua ochrocephala	107	IPR035076	3..77
A0A7K7X1M6	unreviewed	UPAR/Ly6 domain-containing protein	874463	Mohoua ochrocephala	112	IPR035076	8..82
A0A7K7YKU8	unreviewed	UPAR/Ly6 domain-containing protein	74200	Thryothorus ludovicianus	87	IPR035076	5..81
A0A7K7YL28	unreviewed	UPAR/Ly6 domain-containing protein	74200	Thryothorus ludovicianus	109	IPR035076	5..80
A0A7K7YL54	unreviewed	UPAR/Ly6 domain-containing protein	74200	Thryothorus ludovicianus	112	IPR035076	9..82
A0A7K7YL55	unreviewed	UPAR/Ly6 domain-containing protein	74200	Thryothorus ludovicianus	107	IPR035076	3..77
A0A7K7YLS6	unreviewed	UPAR/Ly6 domain-containing protein	74200	Thryothorus ludovicianus	104	IPR035076	5..75
A0A7K8A1T3	unreviewed	UPAR/Ly6 domain-containing protein	254552	Melanocharis versteri	107	IPR035076	3..77
A0A7K8A4X3	unreviewed	UPAR/Ly6 domain-containing protein	254552	Melanocharis versteri	112	IPR035076	8..82
A0A7K8A716	unreviewed	Snake toxin/toxin-like domain-containing protein	254552	Melanocharis versteri	98	IPR035076	5..92
A0A7K8B5M0	unreviewed	UPAR/Ly6 domain-containing protein	254448	Cnemophilus loriae	104	IPR035076	22..98
A0A7K8B5R1	unreviewed	UPAR/Ly6 domain-containing protein	254448	Cnemophilus loriae	111	IPR035076	7..81
A0A7K8B5R2	unreviewed	UPAR/Ly6 domain-containing protein	254448	Cnemophilus loriae	107	IPR035076	3..77
A0A7K8B5W9	unreviewed	UPAR/Ly6 domain-containing protein	254448	Cnemophilus loriae	109	IPR035076	5..80
A0A7K8BFN8	unreviewed	UPAR/Ly6 domain-containing protein	156170	Rhagologus leucostigma	107	IPR035076	3..77
A0A7K8BL52	unreviewed	UPAR/Ly6 domain-containing protein	156170	Rhagologus leucostigma	112	IPR035076	8..82
A0A7K8BL62	unreviewed	Snake toxin/toxin-like domain-containing protein	156170	Rhagologus leucostigma	87	IPR035076	5..81
A0A7K8CP29	unreviewed	UPAR/Ly6 domain-containing protein	461239	Eulacestoma nigropectus	112	IPR035076	8..82
A0A7K8CR97	unreviewed	UPAR/Ly6 domain-containing protein	461239	Eulacestoma nigropectus	87	IPR035076	5..81
A0A7K8CSV3	unreviewed	UPAR/Ly6 domain-containing protein	461239	Eulacestoma nigropectus	107	IPR035076	3..77
A0A7K8DRB2	unreviewed	UPAR/Ly6 domain-containing protein	127929	Leucopsar rothschildi	104	IPR035076	5..75
A0A7K8DRQ2	unreviewed	UPAR/Ly6 domain-containing protein	127929	Leucopsar rothschildi	107	IPR035076	3..77
A0A7K8DTP7	unreviewed	UPAR/Ly6 domain-containing protein	127929	Leucopsar rothschildi	112	IPR035076	9..82
A0A7K8DU38	unreviewed	UPAR/Ly6 domain-containing protein	127929	Leucopsar rothschildi	109	IPR035076	5..80
A0A7K8DUP3	unreviewed	UPAR/Ly6 domain-containing protein	127929	Leucopsar rothschildi	87	IPR035076	5..81
A0A7K8FDC8	unreviewed	UPAR/Ly6 domain-containing protein	181839	Struthidea cinerea	107	IPR035076	3..77
A0A7K8FDD5	unreviewed	UPAR/Ly6 domain-containing protein	181839	Struthidea cinerea	87	IPR035076	5..81
A0A7K8FDM2	unreviewed	UPAR/Ly6 domain-containing protein	181839	Struthidea cinerea	112	IPR035076	9..82
A0A7K8FDW4	unreviewed	UPAR/Ly6 domain-containing protein	181839	Struthidea cinerea	109	IPR035076	5..80
A0A7K8G863	unreviewed	UPAR/Ly6 domain-containing protein	38397	Orthonyx spaldingii	112	IPR035076	8..82
A0A7K8G8A2	unreviewed	UPAR/Ly6 domain-containing protein	38397	Orthonyx spaldingii	109	IPR035076	6..80
A0A7K8G8H2	unreviewed	UPAR/Ly6 domain-containing protein	38397	Orthonyx spaldingii	87	IPR035076	5..81
A0A7K8HFC1	unreviewed	UPAR/Ly6 domain-containing protein	461220	Aleadryas rufinucha	112	IPR035076	8..82
A0A7K8HG89	unreviewed	UPAR/Ly6 domain-containing protein	461220	Aleadryas rufinucha	109	IPR035076	3..79
A0A7K8HI24	unreviewed	UPAR/Ly6 domain-containing protein	461220	Aleadryas rufinucha	107	IPR035076	18..101
A0A7K8J6J4	unreviewed	UPAR/Ly6 domain-containing protein	254446	Chaetorhynchus papuensis	110	IPR035076	5..80
A0A7K8J6K4	unreviewed	UPAR/Ly6 domain-containing protein	254446	Chaetorhynchus papuensis	109	IPR035076	2..79
A0A7K8JC70	unreviewed	UPAR/Ly6 domain-containing protein	254446	Chaetorhynchus papuensis	112	IPR035076	8..82
A0A7K8JCC5	unreviewed	UPAR/Ly6 domain-containing protein	254446	Chaetorhynchus papuensis	100	IPR035076	18..94
A0A7K8KB27	unreviewed	UPAR/Ly6 domain-containing protein	172689	Lophotis ruficrista	109	IPR035076	4..79
A0A7K8KBQ1	unreviewed	UPAR/Ly6 domain-containing protein	172689	Lophotis ruficrista	112	IPR035076	8..82
A0A7K8KCU4	unreviewed	Snake toxin/toxin-like domain-containing protein	172689	Lophotis ruficrista	107	IPR035076	21..101
A0A7K8KDA5	unreviewed	UPAR/Ly6 domain-containing protein	172689	Lophotis ruficrista	109	IPR035076	3..79
A0A7K8L0G7	unreviewed	UPAR/Ly6 domain-containing protein	89386	Ardeotis kori	109	IPR035076	4..79
A0A7K8L0Y1	unreviewed	UPAR/Ly6 domain-containing protein	89386	Ardeotis kori	112	IPR035076	8..82
A0A7K8L2Z3	unreviewed	Snake toxin/toxin-like domain-containing protein	89386	Ardeotis kori	106	IPR035076	20..100
A0A7K8L7B0	unreviewed	UPAR/Ly6 domain-containing protein	89386	Ardeotis kori	109	IPR035076	3..79
A0A7K8MM05	unreviewed	UPAR/Ly6 domain-containing protein	449384	Ptilorrhoa leucosticta	112	IPR035076	8..82
A0A7K8MNN0	unreviewed	UPAR/Ly6 domain-containing protein	449384	Ptilorrhoa leucosticta	109	IPR035076	3..79
A0A7K8MRM6	unreviewed	UPAR/Ly6 domain-containing protein	449384	Ptilorrhoa leucosticta	101	IPR035076	19..95
A0A7K8NLY3	unreviewed	Snake toxin/toxin-like domain-containing protein	8787	Casuarius casuarius	102	IPR035076	22..96
A0A7K8NLY7	unreviewed	UPAR/Ly6 domain-containing protein	8787	Casuarius casuarius	104	IPR035076	3..74
A0A7K8NM43	unreviewed	UPAR/Ly6 domain-containing protein	8787	Casuarius casuarius	112	IPR035076	8..82
A0A7K8NMA2	unreviewed	UPAR/Ly6 domain-containing protein	8787	Casuarius casuarius	107	IPR035076	2..77
A0A7K8PEF2	unreviewed	UPAR/Ly6 domain-containing protein	110676	Cochlearius cochlearius	109	IPR035076	2..79
A0A7K8PFM8	unreviewed	UPAR/Ly6 domain-containing protein	110676	Cochlearius cochlearius	112	IPR035076	8..82
A0A7K8PG13	unreviewed	UPAR/Ly6 domain-containing protein	110676	Cochlearius cochlearius	109	IPR035076	8..79
A0A7K8PG62	unreviewed	Snake toxin/toxin-like domain-containing protein	110676	Cochlearius cochlearius	107	IPR035076	21..101
A0A7K8R437	unreviewed	UPAR/Ly6 domain-containing protein	363769	Smithornis capensis	107	IPR035076	3..77
A0A7K8R452	unreviewed	UPAR/Ly6 domain-containing protein	363769	Smithornis capensis	91	IPR035076	9..85
A0A7K8R6R4	unreviewed	UPAR/Ly6 domain-containing protein	363769	Smithornis capensis	112	IPR035076	8..82
A0A7K8RIJ3	unreviewed	UPAR/Ly6 domain-containing protein	58203	Rhodinocichla rosea	110	IPR035076	3..80
A0A7K8RIR1	unreviewed	UPAR/Ly6 domain-containing protein	58203	Rhodinocichla rosea	112	IPR035076	9..82
A0A7K8RKF4	unreviewed	UPAR/Ly6 domain-containing protein	58203	Rhodinocichla rosea	110	IPR035076	5..80
A0A7K8RKV0	unreviewed	Snake toxin/toxin-like domain-containing protein	58203	Rhodinocichla rosea	111	IPR035076	22..105
A0A7K8TC20	unreviewed	UPAR/Ly6 domain-containing protein	48426	Nyctibius bracteatus	127	IPR035076	22..97
A0A7K8TC90	unreviewed	UPAR/Ly6 domain-containing protein	48426	Nyctibius bracteatus	109	IPR035076	3..79
A0A7K8TCC5	unreviewed	UPAR/Ly6 domain-containing protein	48426	Nyctibius bracteatus	112	IPR035076	9..82
A0A7K8TDH1	unreviewed	Snake toxin/toxin-like domain-containing protein	48426	Nyctibius bracteatus	91	IPR035076	5..85
A0A7K8TEN8	unreviewed	Snake toxin/toxin-like domain-containing protein	48426	Nyctibius bracteatus	87	IPR035076	6..79
A0A7K8TNU9	unreviewed	UPAR/Ly6 domain-containing protein	79653	Oceanites oceanicus	109	IPR035076	2..79
A0A7K8TPL5	unreviewed	UPAR/Ly6 domain-containing protein	79653	Oceanites oceanicus	127	IPR035076	22..97
A0A7K8TQC4	unreviewed	Snake toxin/toxin-like domain-containing protein	79653	Oceanites oceanicus	107	IPR035076	21..101
A0A7K8TR38	unreviewed	UPAR/Ly6 domain-containing protein	79653	Oceanites oceanicus	112	IPR035076	8..82
A0A7K8V743	unreviewed	UPAR/Ly6 domain-containing protein	1118524	Ciccaba nigrolineata	112	IPR035076	8..82
A0A7K8V749	unreviewed	Snake toxin/toxin-like domain-containing protein	1118524	Ciccaba nigrolineata	108	IPR035076	22..102
